公司代號,營業收入(百萬元),毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入),年份,季度,公司名稱
2340,3242.24,20.02,6.08,7.4,6.19,102,2,光磊
2342,826.36,-52.26,-70.37,-87.14,-87.91,102,2,茂矽
2344,16520.93,20.06,1.57,1.35,0.48,102,2,華邦電
2345,10979.03,16.33,1.69,2.98,2.41,102,2,智邦科技
2347,152416.6,3.46,1.04,2.03,1.72,102,2,聯強國際
2348,176.1,55.94,37.86,37.96,37.96,102,2,海悅
2349,7518.41,-2.56,-15.69,-17.34,-18.15,102,2,錸德科技
2351,4603.48,14.04,6.37,6.86,5.43,102,2,順德
2352,56824.65,10.2,0.5,0.37,0.04,102,2,佳世達
2353,181350.74,8.44,-0.32,-0.05,0.09,102,2,宏碁
2354,37737.25,14.92,9.21,10.68,7.99,102,2,鴻準
2355,9359.63,15.95,9.47,12.52,9.6,102,2,敬鵬
2356,203992.06,4.95,1.43,2.24,1.56,102,2,英業達
2357,213772.77,13.36,4.33,6.14,5.08,102,2,華碩
2358,776.7,-0.13,-4.78,-4.83,-4.83,102,2,廷鑫
2359,3029.66,14.3,3.44,3.84,1.84,102,2,所羅門
2360,5054.98,38.93,13.06,15.08,12.69,102,2,致茂電子
2362,8710.31,32.46,10.71,29.59,25.08,102,2,藍天
2363,227.95,16.25,-93.89,-93.53,-93.54,102,2,矽統科技
2364,404.65,18.09,-30.24,-24.87,-24.91,102,2,倫飛電腦
2365,4211.11,18.28,1.51,2.39,1.83,102,2,昆盈企業
2367,6387.08,10.56,-0.26,3.09,3.08,102,2,燿華
2368,8193.34,4.23,-5.99,-6.08,-6.83,102,2,金像電
2369,3034.74,15.12,6.69,7.49,6.57,102,2,菱生
2371,54084.35,8.12,-5.75,-8.54,-9.06,102,2,大同
2373,5140.4,44.91,7.36,13.93,12.62,102,2,震旦行
2374,13679.87,8.35,1.39,1.68,1.2,102,2,佳能
2375,912.14,16.21,3.13,12.56,11.62,102,2,智寶
2376,23944.9,18.47,3.42,5.31,4.44,102,2,技嘉
2377,32683.75,12.89,3.03,3.59,2.6,102,2,微星科技
2379,13699.85,43.85,9.76,12.17,11.02,102,2,瑞昱
2380,1272.93,22.37,-17.59,-15.78,-14.52,102,2,虹光精密
2382,388519.55,4.36,1.37,2.99,2.25,102,2,廣達
2383,8260.66,15.47,6.33,6.12,4.63,102,2,台光電子
2385,35177.49,14.7,5.52,6.89,5.6,102,2,群光電子
2387,5628.23,12.31,3.87,2.71,1.78,102,2,精元電腦
2388,2458.01,33.92,-58.38,-40.84,-42.2,102,2,威盛電子
2390,444.98,28.33,-13.73,11.84,8.64,102,2,云辰
2392,47189.19,10.17,1.43,2.31,1.68,102,2,正崴
2393,10959.09,24.6,8.36,7.97,5.71,102,2,億光電子
2395,14438.22,41.29,15.65,17.24,13.8,102,2,研華
2397,1097.67,30.07,10.54,14.13,11.61,102,2,友通資訊
2399,2311.24,10.1,2.12,4.97,3.67,102,2,映泰
2401,4116.49,39.84,-1.55,2.65,2.53,102,2,凌陽科技
2402,4279.18,14.14,4.42,4.81,3.69,102,2,毅嘉科技
2404,6298.38,13.84,9.36,10.42,8.53,102,2,漢唐
2405,7118.72,13.05,3.21,3.1,2.77,102,2,浩鑫
2406,3990.92,7.7,0.72,0.18,-0.65,102,2,國碩科技
2408,23080.75,17.49,10.3,9.55,9.52,102,2,南亞科
2409,206579.01,7.78,1.86,0.45,0.32,102,2,友達
2412,112454.95,35.33,21.25,21.88,18.23,102,2,中華電
2413,2048.92,12.21,-2.05,0.68,0.07,102,2,環科
2414,6625.07,9.03,1.07,1.18,0.96,102,2,精技電腦
2415,873.11,20.24,5.23,4.86,2.92,102,2,錩新
2417,537.12,40.61,-17.75,-12.98,-15.8,102,2,圓剛
2419,3506.58,23.44,4.83,5.94,4.38,102,2,仲琦
2420,1722.79,32.29,13.08,16.54,13.46,102,2,新巨
2421,3789.3,21.17,3.01,3.94,2.77,102,2,建準電機
2423,992.43,45.52,4.7,10.6,9.51,102,2,固緯
2424,124.38,33.99,22.18,22.85,22.85,102,2,隴華電子
2425,2570.65,7.44,5.81,6.61,6.54,102,2,承啟
2426,1654.7,-7.09,-29.0,-13.84,-13.84,102,2,鼎元
2427,1087.6,25.63,-0.71,0.31,-0.24,102,2,三商電腦
2428,2016.19,23.12,13.02,13.79,9.57,102,2,興勤電子
2429,325.72,5.75,-3.87,-4.85,-4.85,102,2,銘旺科
2430,12653.12,15.12,2.71,2.82,2.09,102,2,燦坤實業
2431,1087.59,9.81,-1.79,0.67,0.3,102,2,聯昌電子
2433,959.76,46.25,16.6,61.0,56.96,102,2,互盛電
2434,257.87,-1.48,-17.72,-13.07,-15.69,102,2,統懋
2436,850.05,21.71,1.4,7.89,6.46,102,2,偉詮電
2438,18.19,-20.12,-124.31,-169.86,-147.09,102,2,翔耀實業
2439,4504.57,19.32,7.62,7.24,5.68,102,2,美律
2440,1007.58,4.18,-7.46,-7.17,-7.39,102,2,太空梭
2441,4397.96,21.16,16.94,17.85,15.73,102,2,超豐電子
2442,352.78,21.95,-1.53,19.23,16.11,102,2,新美齊
2443,253.21,18.88,-23.19,-20.56,-20.59,102,2,新利虹
2444,742.22,13.4,-1.01,0.65,0.65,102,2,兆勁
2448,10392.67,11.88,0.78,1.38,1.09,102,2,晶電
2449,7157.91,26.86,15.1,15.98,12.98,102,2,京元電子
2450,21481.36,14.84,4.15,4.86,3.97,102,2,神腦
2451,13018.93,20.61,14.44,16.56,14.39,102,2,創見資訊
2453,2203.27,20.86,2.27,3.23,2.66,102,2,凌群
2454,57250.25,42.75,15.68,19.33,18.26,102,2,聯發科
2455,1256.3,34.4,27.64,29.92,25.37,102,2,全新
2456,1869.63,21.41,9.75,10.57,7.48,102,2,奇力新
2457,5631.9,15.75,0.27,2.26,0.95,102,2,飛宏科技
2458,4026.84,47.59,23.92,25.08,20.99,102,2,義隆
2459,6071.89,9.18,4.21,5.0,3.37,102,2,敦吉
2460,1887.21,8.0,-2.38,-3.95,-2.71,102,2,建通精密
2461,2004.91,25.51,6.88,10.33,9.19,102,2,光群雷射
2462,2130.59,13.49,4.17,4.96,3.27,102,2,良得電
2464,3200.18,17.37,6.97,7.42,6.58,102,2,盟立
2465,909.39,13.23,-9.27,-8.08,-8.09,102,2,麗臺科技
2466,483.28,13.63,-10.12,-0.58,0.33,102,2,冠西電
2467,1706.03,33.27,4.56,13.92,10.82,102,2,志聖工業
2468,674.96,11.43,-1.0,0.6,0.44,102,2,華經
2471,326.96,34.06,10.5,12.33,10.04,102,2,資通
2472,2791.49,18.37,6.68,11.44,7.61,102,2,立隆電子
2474,19692.05,43.19,33.3,48.33,38.43,102,2,可成科技
2476,2139.96,24.76,6.97,11.06,8.59,102,2,鉅祥
2477,1801.49,14.16,-2.66,-1.51,-1.56,102,2,美隆電
2478,1808.44,13.92,3.27,3.48,3.08,102,2,大毅
2480,1796.38,33.15,9.65,10.29,8.47,102,2,敦陽科技
2481,6210.93,10.03,-5.0,-7.01,-6.26,102,2,強茂
2482,357.21,35.36,-1.01,1.98,1.02,102,2,連宇
2483,784.86,20.89,3.68,7.73,5.97,102,2,百容
2484,1169.36,20.06,5.48,7.55,5.61,102,2,希華
2485,3766.07,18.81,7.68,11.97,10.63,102,2,兆赫電子
2486,3385.59,10.52,1.76,3.02,2.16,102,2,一詮精密
2488,926.9,23.59,9.09,11.27,9.23,102,2,漢平
2489,13196.68,8.99,0.72,4.73,3.98,102,2,瑞軒
2491,509.27,3.56,-42.86,-65.14,-65.17,102,2,吉祥全
2492,6289.08,8.2,-4.98,-5.34,-5.62,102,2,華新科
2493,1146.24,26.52,13.98,16.92,14.08,102,2,揚博科技
2495,829.31,43.18,-2.61,4.02,2.36,102,2,普安
2496,83.66,28.89,-1.85,-1.31,-1.31,102,2,卓越成功
2497,1352.77,29.16,8.56,9.96,7.62,102,2,怡利電子
2498,113455.43,22.09,0.96,1.43,1.18,102,2,宏達電
2499,3803.11,18.82,4.91,5.63,5.26,102,2,東貝光電
2501,5545.96,32.89,23.9,24.16,23.03,102,2,國建
2504,14180.79,5.67,-1.29,0.48,0.35,102,2,國產
2505,4995.27,15.05,9.78,9.52,7.98,102,2,國揚實業
2506,2131.37,38.81,7.09,9.92,7.03,102,2,太設
2509,213.52,42.12,-13.58,-31.14,-37.85,102,2,全坤建
2511,5327.6,31.35,3.73,2.14,2.17,102,2,太子
2515,6000.72,7.37,1.49,0.82,0.47,102,2,中工
2516,4405.49,-2.29,-4.09,-3.85,-4.22,102,2,新建
2520,1729.12,29.22,-2.98,20.08,14.19,102,2,冠德
2524,2291.84,45.19,37.23,36.57,28.82,102,2,京城
2527,116.62,30.57,-53.79,-91.63,-104.45,102,2,宏璟
2528,2.63,28.02,-839.56,-994.46,-996.13,102,2,皇普建設
2530,567.71,32.61,17.55,14.34,12.19,102,2,華建
2534,35.93,55.53,-1021.01,-1196.63,-1217.76,102,2,宏盛
2535,7681.23,10.11,6.08,6.29,5.07,102,2,達工
2536,873.24,38.4,14.14,5.15,-1.21,102,2,宏普建設
2537,1625.24,34.57,24.47,23.69,23.15,102,2,聯上開發
2538,309.49,9.04,-6.02,34.49,30.2,102,2,基泰建設
2539,956.7,34.94,26.9,26.99,25.3,102,2,櫻花建設
2540,0.28,38.03,-3035.92,-3780.63,-3780.63,102,2,愛山林
2542,19149.09,37.88,29.5,29.26,23.29,102,2,興富發
2543,1554.05,4.19,-0.14,0.11,0.11,102,2,皇昌營造
2545,3661.35,58.32,45.71,44.01,38.1,102,2,皇翔
2546,2631.34,5.02,2.76,4.37,3.81,102,2,根基
2547,892.14,68.47,-23.96,-63.79,-66.36,102,2,日勝
2548,8420.52,39.95,36.41,36.74,35.84,102,2,華固建設
2597,6667.73,12.44,8.31,8.12,6.9,102,2,潤弘精密
2601,3927.02,76.51,12.87,4.21,-3.71,102,2,益航
2603,69877.43,-0.08,-3.95,-3.47,-3.62,102,2,長榮海運
2605,2579.32,42.62,41.63,38.68,34.54,102,2,新興
2606,3297.08,4.57,0.6,14.35,13.28,102,2,裕民
2607,3038.47,12.99,9.36,10.59,8.76,102,2,榮運
2608,3561.53,18.81,12.69,14.78,11.7,102,2,嘉里大榮
2609,57388.21,-4.22,-9.17,-10.61,-9.23,102,2,陽明海運
2610,67263.54,7.18,-0.71,-1.59,-1.74,102,2,華航
2611,766.25,19.54,-2.13,0.95,-5.59,102,2,志信
2612,1631.17,24.4,15.79,13.14,11.82,102,2,中航
2613,1251.54,7.45,3.28,2.63,2.28,102,2,中櫃
2614,5960.41,27.45,-3.92,-0.86,-1.47,102,2,東森
2615,28646.12,7.11,1.46,2.41,1.93,102,2,萬海
2616,9501.12,6.27,1.31,1.61,1.2,102,2,山隆通運
2617,1359.17,12.6,7.41,32.8,29.82,102,2,台航
2618,59375.84,8.93,1.19,-0.95,-1.42,102,2,長榮航空
2633,17643.19,35.23,32.88,9.78,11.58,102,2,台灣高鐵
2634,11630.69,10.74,7.82,8.44,8.44,102,2,漢翔公司
2636,4006.72,16.31,1.8,1.86,1.22,102,2,台驊投控
2637,4039.31,21.7,19.89,22.46,22.46,102,2,慧洋-KY
2642,1307.52,22.87,8.87,9.61,8.01,102,2,宅配通
2701,177.21,46.42,38.54,62.5,53.11,102,2,萬企
2702,320.79,76.66,17.04,11.61,6.6,102,2,華園
2704,1567.82,45.59,13.94,12.39,9.31,102,2,國賓
2705,1222.64,36.29,-7.66,-9.32,-9.32,102,2,六福
2706,178.79,66.08,57.9,88.65,74.49,102,2,第一店
2707,2817.89,40.3,23.29,23.55,19.59,102,2,晶華酒店
2712,208.06,31.54,4.65,2.25,1.36,102,2,遠雄來
2722,294.76,56.96,23.53,24.31,19.3,102,2,夏都
2723,7177.31,56.26,7.28,7.26,4.68,102,2,美食-KY
2727,7038.73,53.94,11.69,11.91,9.24,102,2,王品
2731,7192.39,15.36,2.37,2.75,2.27,102,2,雄獅旅遊
2816,2353.61,34.85,8.37,9.8,9.79,102,2,旺旺保險
2823,72149.07,6.33,4.18,4.22,3.76,102,2,中壽
2832,1924.6,43.33,20.95,21.39,18.22,102,2,台產
2841,438.51,98.24,44.49,35.8,32.44,102,2,台灣土地
2850,4864.59,32.48,9.67,9.68,8.12,102,2,新產
2851,7444.26,6.69,4.11,4.11,2.88,102,2,中再保
2852,2462.3,40.19,19.59,19.59,17.41,102,2,第一保
2867,68721.24,5.24,2.19,2.14,2.23,102,2,三商美邦
2901,68.74,84.76,16.93,22.83,18.94,102,2,欣欣大眾
2903,22414.36,48.78,4.7,6.95,5.39,102,2,遠百
2904,257.48,41.58,28.92,38.11,33.38,102,2,匯僑
2906,2892.54,20.83,-1.2,0.2,0.08,102,2,高林實
2908,17471.03,29.43,1.98,2.03,1.92,102,2,特力
2910,305.07,66.06,23.46,23.92,19.64,102,2,統領
2911,4446.68,47.95,-2.54,-2.68,-1.6,102,2,麗嬰房
2912,97922.61,31.15,5.15,6.21,4.97,102,2,統一超
2913,750.23,34.43,11.33,64.08,63.59,102,2,台灣農林
2915,4653.92,42.73,25.42,67.81,65.96,102,2,潤泰全球
2923,3264.45,40.02,31.12,15.06,8.6,102,2,鼎固-KY
2929,1533.98,40.34,19.33,19.71,12.9,102,2,淘帝-KY
3002,214.75,31.67,4.75,12.83,11.01,102,2,歐格電子
3003,1369.7,25.34,11.75,12.73,8.14,102,2,健和興
3004,549.97,31.13,15.36,15.51,12.35,102,2,豐達科技
3005,7384.99,17.86,3.08,3.81,2.7,102,2,神基科技
3006,3162.15,19.93,5.34,13.59,13.09,102,2,晶豪科技
3008,10960.29,46.45,37.82,42.75,35.44,102,2,大立光
3010,16363.31,8.83,2.92,4.72,3.54,102,2,華立
3011,1216.28,5.62,-5.54,-4.52,-3.53,102,2,今皓
3013,1042.42,19.24,-0.74,1.16,0.87,102,2,晟銘電子
3014,1707.14,40.5,5.12,6.22,4.37,102,2,聯陽
3015,7629.71,15.4,3.81,5.04,3.76,102,2,全漢
3016,437.57,12.72,1.55,-0.17,-0.4,102,2,嘉晶
3017,9061.96,12.43,1.2,1.78,1.03,102,2,奇鋐科技
3018,94.19,4.25,-33.33,-32.34,-27.33,102,2,同開科技
3019,7802.9,9.65,-3.88,2.3,1.63,102,2,亞洲光學
3021,718.44,23.87,3.61,5.1,4.33,102,2,鴻名企業
3022,2689.5,32.47,10.43,23.93,18.97,102,2,威強電
3023,5018.54,21.27,7.2,8.07,5.77,102,2,信邦電子
3024,2329.5,11.71,-12.91,-10.7,-10.51,102,2,憶聲電子
3025,296.27,42.18,1.66,5.65,4.56,102,2,星通
3026,7152.17,13.51,4.59,5.57,4.39,102,2,禾伸堂
3027,513.25,25.94,-4.49,0.6,0.26,102,2,盛達電業
3028,14117.33,4.94,1.25,1.97,1.55,102,2,增你強
3029,1974.55,9.1,1.76,1.62,1.32,102,2,零壹科技
3030,1564.13,53.72,19.73,23.4,17.75,102,2,德律科技
3031,1382.39,11.14,-2.31,-2.63,-3.62,102,2,佰鴻工業
3032,1177.03,20.02,2.32,2.52,1.62,102,2,偉訓科技
3033,14706.52,6.99,2.16,2.15,1.74,102,2,威健
3034,20265.82,27.8,13.3,13.8,11.42,102,2,聯詠
3035,3599.95,44.11,13.21,13.36,11.33,102,2,智原
3036,41034.71,5.89,1.97,1.92,1.51,102,2,文曄科技
3037,29824.27,12.74,4.34,3.53,2.75,102,2,欣興電子
3038,1651.07,13.44,0.79,2.3,1.45,102,2,全台
3040,101.91,57.03,11.97,34.49,22.56,102,2,遠見
3041,1816.28,45.37,-2.03,50.23,47.82,102,2,揚智
3042,4657.85,23.35,9.83,10.58,9.21,102,2,晶技
3043,743.94,-5.75,-38.08,-32.55,-32.94,102,2,科風
3044,20229.15,14.39,6.55,7.08,5.67,102,2,健鼎科技
3045,53327.38,36.81,19.31,17.9,14.77,102,2,台灣大
3046,678.12,34.07,-10.72,-9.38,-10.21,102,2,建碁
3047,2968.02,27.06,2.81,4.96,3.45,102,2,訊舟科技
3048,14774.54,4.74,0.79,0.59,0.49,102,2,益登
3049,5797.79,17.98,10.55,7.37,7.37,102,2,和鑫
3050,500.77,26.79,2.21,-1.47,-2.58,102,2,鈺德科技
3051,2229.64,19.39,11.18,13.46,18.7,102,2,力特光電
3052,1383.07,4.55,-0.25,-0.35,0.73,102,2,夆典
3054,1358.96,18.92,13.1,14.58,12.07,102,2,立萬利
3055,1296.96,25.25,3.03,4.74,3.64,102,2,蔚華科技
3056,1700.95,46.24,35.88,40.6,37.14,102,2,總太地產
3057,1759.77,41.24,9.63,10.23,9.09,102,2,喬鼎資訊
3058,2855.94,16.75,4.03,3.53,2.89,102,2,立德電子
3059,8867.84,6.49,-0.63,-0.33,-0.33,102,2,華晶科技
3060,3262.59,14.71,4.43,8.63,6.14,102,2,銘異
3062,5542.52,7.31,1.42,2.84,2.28,102,2,建漢科技
3090,2590.6,13.96,4.44,6.07,5.21,102,2,日電貿
3094,175.24,69.21,14.3,22.31,18.1,102,2,聯傑國際
3130,1038.69,49.48,12.13,12.48,10.37,102,2,一零四
3149,6099.81,5.99,-2.99,-3.46,-5.7,102,2,正達國際
3164,167.26,71.42,28.12,27.06,26.63,102,2,景岳生技
3167,985.61,31.13,7.14,11.76,9.28,102,2,大量科技
3189,11185.16,26.02,14.79,15.92,13.59,102,2,景碩科技
3209,9401.39,5.08,0.97,1.21,0.92,102,2,全科
3229,305.02,19.42,7.82,11.08,8.45,102,2,晟鈦
3231,321146.11,4.61,1.05,1.36,1.05,102,2,緯創
3257,330.29,50.05,23.41,25.71,25.71,102,2,虹冠電
3266,3457.55,34.61,26.53,26.15,25.53,102,2,昇陽建設
3296,1222.53,11.17,-6.39,-3.66,-4.06,102,2,勝德國際
3305,2946.22,15.59,9.03,9.93,7.24,102,2,昇貿科技
3308,844.81,5.28,-10.39,-5.2,-3.66,102,2,聯德電子
3311,3836.93,21.04,6.0,7.88,5.75,102,2,閎暉
3312,6854.89,4.28,1.04,1.07,0.77,102,2,弘憶國際
3338,1335.6,21.14,5.64,5.89,4.96,102,2,泰碩電子
3346,804.1,21.92,6.07,9.61,6.24,102,2,麗清
3356,1091.49,55.64,30.3,32.79,27.19,102,2,奇偶科技
3376,3659.33,21.0,10.05,13.3,8.85,102,2,新日興
3380,10924.37,15.32,2.04,2.69,2.28,102,2,明泰科技
3383,1777.57,-2.42,-17.08,-19.86,-19.75,102,2,新世紀
3406,4133.12,6.88,-9.87,-6.5,-6.33,102,2,玉晶光
3413,905.53,11.87,-2.2,0.55,-5.38,102,2,京鼎
3416,691.44,35.96,15.47,17.7,15.37,102,2,融程電訊
3419,1454.86,16.2,-6.5,-6.38,-6.52,102,2,譁裕實業
3432,598.11,12.64,-10.67,-10.93,-9.33,102,2,台端
3437,3013.41,19.47,11.49,12.4,11.04,102,2,榮創
3443,2497.5,28.92,4.62,5.3,4.39,102,2,創意電子
3450,2429.69,18.08,10.11,10.26,8.13,102,2,聯鈞
3454,2075.81,45.76,22.69,24.16,19.82,102,2,晶睿
3481,228414.82,9.99,4.97,2.6,2.52,102,2,群創光電
3494,975.81,18.99,-10.46,-11.57,-11.16,102,2,誠研科技
3501,2620.83,24.07,11.38,13.95,10.64,102,2,維熹科技
3504,2710.65,25.36,6.16,7.3,5.11,102,2,揚明光學
3515,5278.25,22.04,11.84,13.46,10.91,102,2,華擎
3518,691.87,26.1,-7.07,20.58,18.05,102,2,柏騰科技
3528,1227.64,13.88,5.29,6.56,5.34,102,2,安馳科技
3530,95.85,56.64,-16.99,-12.73,-12.73,102,2,晶相光
3532,4983.63,6.5,3.72,3.95,2.47,102,2,台勝科
3533,3584.73,30.32,9.58,12.06,8.62,102,2,嘉澤端子
3535,171.02,8.79,-53.76,-53.65,-45.11,102,2,晶彩科
3536,485.74,3.99,-18.16,-11.65,-12.34,102,2,誠創科技
3545,4890.39,17.21,6.94,7.42,6.3,102,2,敦泰
3550,1999.84,14.49,2.83,3.62,2.39,102,2,聯穎
3557,679.12,10.28,-2.4,-5.12,-5.14,102,2,嘉威
3563,371.02,62.02,37.47,40.22,33.72,102,2,牧德
3576,6668.25,2.43,-7.74,-3.94,-3.97,102,2,聯合再生
3583,1380.69,29.94,7.67,8.13,6.11,102,2,辛耘
3588,505.12,37.33,11.1,14.4,12.2,102,2,通嘉
3591,1268.51,10.72,-3.59,-1.3,-1.4,102,2,艾笛森
3593,163.51,-24.74,-93.78,-134.39,-134.59,102,2,力銘
3596,9066.11,14.29,4.44,5.92,4.54,102,2,智易科技
3598,4899.42,15.07,3.95,4.35,3.6,102,2,奕力
3605,1927.48,25.91,1.34,3.06,1.88,102,2,宏致
3607,3526.91,13.33,4.69,6.51,5.12,102,2,谷崧
3617,2253.25,41.89,8.0,8.77,7.39,102,2,碩天科技
3622,4811.81,12.68,0.55,3.82,-0.55,102,2,洋華
3638,1107.55,52.47,21.08,22.24,18.91,102,2,F-IML
3645,414.08,22.64,8.23,9.65,7.69,102,2,達邁
3653,1585.6,18.76,3.86,1.59,2.06,102,2,健策
3661,1122.39,17.69,-6.83,-6.57,-6.7,102,2,世芯-KY
3665,3369.33,29.09,12.05,10.25,8.02,102,2,貿聯-KY
3669,830.73,53.43,0.71,1.56,-0.46,102,2,圓展
3673,87717.66,16.24,9.85,10.2,9.11,102,2,TPK-KY
3679,2237.4,13.33,4.33,5.5,3.4,102,2,新至陞
3682,10736.8,35.19,11.01,11.83,11.83,102,2,亞太電信
3686,373.26,-85.81,-97.74,-102.65,-86.85,102,2,達能
3694,2978.19,12.7,-5.53,-4.77,-4.27,102,2,海華科技
3698,6733.01,12.88,4.44,12.5,10.96,102,2,隆達
3701,5925.08,8.73,-5.57,-5.6,-5.52,102,2,大眾投控
3702,187214.59,4.82,1.64,1.59,1.29,102,2,大聯大
3703,7166.18,5.73,-0.62,0.27,-0.98,102,2,欣陸投控
3704,7529.29,21.41,-3.33,-1.06,-1.52,102,2,合勤控
3705,2351.31,47.83,11.78,14.71,11.84,102,2,永信
3990,2709.94,15.81,2.47,3.67,3.26,102,2,測試帳號
4104,2747.97,20.89,4.63,9.07,7.19,102,2,佳醫
4106,1001.64,42.0,11.58,12.46,8.47,102,2,雃博
4108,90.89,3.78,-80.01,-23.85,-23.88,102,2,懷特
4119,644.02,31.23,19.3,18.84,15.56,102,2,旭富製藥
4133,245.93,51.87,19.38,21.73,18.18,102,2,亞諾法
4141,3518.96,37.76,2.21,-2.6,-3.68,102,2,龍燈-KY
4142,148.32,-123.07,-202.07,-208.5,-208.5,102,2,國光生技
4144,912.22,55.0,17.43,33.89,27.86,102,2,康聯-KY
4155,513.91,25.18,15.74,18.21,16.07,102,2,訊映
4164,768.02,30.02,15.07,15.35,11.81,102,2,承業醫
4306,9642.38,15.66,7.46,8.22,7.59,102,2,炎洲
4414,1414.23,13.99,4.03,3.16,3.2,102,2,如興
4426,547.12,37.68,20.0,20.82,16.92,102,2,利勤實業
4526,3548.61,23.43,4.64,6.75,5.18,102,2,東台
4532,8587.54,17.15,9.38,9.38,6.36,102,2,瑞智精密
4536,2809.79,28.33,11.95,15.48,11.81,102,2,拓凱
4545,985.81,23.32,5.18,5.79,5.02,102,2,銘鈺
4551,1165.77,26.1,12.9,13.33,8.89,102,2,智伸科
4720,1030.14,22.89,3.92,5.83,3.83,102,2,德淵企業
4722,2381.34,11.45,2.75,3.44,2.52,102,2,國精化學
4725,11232.51,0.89,-1.39,-1.62,-1.41,102,2,信昌化
4737,776.42,39.83,7.84,8.85,6.74,102,2,華廣
4739,1218.87,3.82,-1.35,0.26,-0.14,102,2,康普材料
4746,1016.25,1.65,-17.15,-16.04,-15.93,102,2,台耀
4755,1632.87,11.86,4.44,7.67,5.41,102,2,三福化工
4904,44186.37,40.35,17.11,16.47,13.47,102,2,遠傳
4906,11007.44,11.46,1.16,4.32,3.35,102,2,正文
4912,879.84,21.57,7.48,7.7,5.52,102,2,聯德控股-KY
4915,20897.19,9.61,2.31,3.07,2.32,102,2,致伸
4916,799.06,19.16,11.25,12.52,11.1,102,2,事欣科
4919,3539.19,41.51,7.48,8.74,5.09,102,2,新唐科技
4927,3103.67,18.28,7.54,5.8,5.32,102,2,泰鼎-KY
4930,6125.79,12.88,-1.38,-0.2,-0.19,102,2,燦星網通
4934,2436.74,5.33,3.85,2.99,3.24,102,2,太極能源
4935,1986.26,20.32,3.34,5.02,4.45,102,2,茂林-KY
4938,429815.34,4.99,1.76,1.89,1.39,102,2,和碩
4942,4191.34,17.21,7.0,6.17,3.74,102,2,嘉彰
4943,848.08,12.43,-1.86,-2.66,-3.43,102,2,康控-KY
4952,1655.69,37.61,11.86,12.49,10.8,102,2,凌通科技
4956,654.91,16.88,4.07,3.87,3.28,102,2,光鋐
4958,24688.44,18.19,7.7,7.61,7.55,102,2,臻鼎-KY
4960,9667.8,16.07,13.05,15.02,13.17,102,2,誠美材
4961,1784.63,18.59,2.2,2.69,2.62,102,2,天鈺
4967,2567.99,8.94,4.61,4.52,3.82,102,2,十銓
4968,490.89,26.89,0.09,1.11,0.83,102,2,立積
4976,907.21,22.35,13.06,13.58,11.21,102,2,佳凌
4977,776.61,25.56,13.88,13.9,12.95,102,2,眾達-KY
4989,1483.34,-5.75,-8.62,-8.68,-8.67,102,2,榮科
4994,452.89,89.29,21.01,22.05,15.11,102,2,傳奇
4999,916.79,36.61,20.64,21.5,17.76,102,2,鑫禾
5007,3041.1,21.59,15.53,17.85,15.03,102,2,三星科技
5203,1262.13,82.91,33.42,37.62,27.91,102,2,訊連
5215,680.88,17.59,2.96,3.16,2.38,102,2,科嘉-KY
5225,2627.6,14.98,7.87,7.92,6.26,102,2,東科-KY
5234,1847.39,28.52,13.43,13.65,10.77,102,2,達興材料
5258,452.58,27.85,9.09,8.94,6.72,102,2,虹堡
5259,452.8,7.2,-0.53,-1.84,-2.5,102,2,奕智博
5264,17000.28,31.12,23.43,23.42,17.86,102,2,鎧勝-KY
5269,608.2,39.99,11.66,12.85,8.87,102,2,祥碩科技
5283,2034.45,31.72,4.17,3.77,3.42,102,2,禾聯碩
5285,1274.3,10.83,4.8,5.28,4.1,102,2,界霖
5305,4590.95,22.02,4.46,5.24,3.85,102,2,敦南科技
5388,9201.1,14.98,3.54,5.18,4.29,102,2,中磊電子
5434,7966.19,12.57,5.66,6.48,5.3,102,2,崇越科技
5469,23722.27,6.79,-1.18,-0.61,-0.97,102,2,瀚宇博德
5471,1776.94,42.29,17.16,18.94,15.08,102,2,松翰科技
5484,1111.94,29.47,-1.87,-1.72,-2.09,102,2,慧友電子
5515,2895.32,9.07,0.76,40.63,34.55,102,2,建國工程
5519,1426.44,12.56,4.31,5.64,5.6,102,2,隆大營建
5521,1580.88,7.61,1.76,1.66,1.18,102,2,工信
5522,12740.43,42.66,35.27,34.0,29.6,102,2,遠雄建設
5525,1832.74,34.43,30.31,29.66,27.23,102,2,順天建設
5531,1607.4,48.46,26.83,21.3,19.5,102,2,鄉林建設
5533,1012.74,30.52,19.14,19.28,12.79,102,2,皇鼎建設
5534,7085.85,69.96,69.02,69.2,65.69,102,2,長虹
5538,3021.32,13.61,6.42,5.54,4.44,102,2,東明-KY
5607,597.58,50.16,23.13,18.36,18.36,102,2,遠雄港
5608,2220.3,9.06,4.45,7.7,6.71,102,2,四維航業
5706,1495.96,15.56,7.12,7.86,6.54,102,2,鳳凰旅遊
5871,13487.8,58.32,29.5,31.35,22.48,102,2,中租-KY
5906,1044.49,48.02,-29.87,-31.03,-30.71,102,2,台南-KY
5907,3594.03,84.66,17.42,20.61,11.95,102,2,大洋-KY
6108,3980.47,9.4,1.05,2.8,2.2,102,2,競國實業
