公司代號,營業收入(百萬元),毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入),年份,季度,公司名稱
6250,212.71,13.64,2.93,3.55,-1.96,102,4,宇加
6286,10728.65,38.52,14.78,15.22,12.71,102,4,立錡
6298,7286.76,16.47,6.07,7.07,5.83,102,4,崴強科技
6401,1024.57,9.46,1.01,2.53,1.65,102,4,助群營造
6406,299.82,22.25,-8.06,-4.94,-5.64,102,4,永美科技
6422,1524.32,40.49,13.74,12.93,8.0,102,4,君耀-KY
6429,3735.7,9.93,2.51,3.28,1.88,102,4,華德
6433,526.5,18.85,-15.46,-17.94,-18.26,102,4,至鴻科技
6437,647.19,15.53,3.94,3.81,2.52,102,4,永箔
6440,,,,,,102,4,台灣之星
6507,1788.88,-12.07,-29.8,-30.78,-27.59,102,4,新力美
6701,4944.58,-2.77,-4.45,-1.32,-1.02,102,4,達和
6702,12172.81,6.1,-3.24,1.23,1.09,102,4,復興航空
8029,1664.63,11.56,0.44,0.82,0.55,102,4,久尹股份
8041,712.57,14.08,1.16,1.18,1.04,102,4,東元精電
8053,5492.75,4.91,-49.03,-48.9,-50.59,102,4,巨擘科技
8056,9832.14,-21.84,-29.96,-29.01,-29.01,102,4,達鴻
8065,2657.86,21.41,6.58,4.95,2.82,102,4,天瑞企業
8079,521.1,35.64,24.24,25.47,22.21,102,4,誠遠科技
8082,35.89,19.72,-104.22,-50.13,-46.66,102,4,深耕
8122,961.66,56.49,42.1,41.27,38.6,102,4,神通電腦
8197,873.62,24.47,6.06,8.77,7.13,102,4,研能科技
8227,300.36,30.41,-3.06,-0.23,-0.41,102,4,巨有科技
8266,389.7,-16.44,-44.49,-31.52,-38.8,102,4,中日新
8338,27653.3,24.63,23.72,24.9,22.16,102,4,麥寮汽電
8351,3759.88,2.6,0.61,0.36,0.2,102,4,新東亞
8366,880.38,9.46,3.69,4.96,4.16,102,4,中華彩色
8376,23615.92,31.01,25.26,25.18,24.91,102,4,遠鼎投資
8387,2800.24,42.02,20.62,21.26,17.77,102,4,緯來電視
8394,78264.46,23.49,15.04,16.01,13.36,102,4,臺灣菸酒
8419,81.91,37.0,-238.95,-238.81,-240.84,102,4,台蘭
8925,2459.58,-2.37,-15.16,-21.38,-21.37,102,4,偉盟
8960,471.24,38.94,25.97,26.33,21.86,102,4,紅樹林
8966,1188.92,34.38,20.19,21.01,17.44,102,4,鳳信有線
8977,689.63,33.58,19.07,19.6,15.41,102,4,南國有線
8998,1490.16,21.44,7.03,8.78,7.47,102,4,台亞衛星
9961,4397.6,52.76,0.6,-1.56,-1.93,102,4,儀大
9963,592790.79,1.83,-0.28,-2.96,-2.88,102,4,台電
9978,2264.56,33.7,23.74,24.35,19.25,102,4,長榮空廚
9983,1127.67,35.94,21.99,22.45,18.64,102,4,永佳樂
9985,490.82,31.65,16.57,17.58,14.6,102,4,觀天下
1260,3363.89,13.4,3.7,7.32,5.41,102,4,富味鄉
1563,4013.18,27.73,16.81,18.63,16.57,102,4,巧新科技
1585,212.62,28.15,1.63,-2.39,-3.15,102,4,鎧鉅
1594,467.92,11.52,5.83,5.09,4.1,102,4,日高
1780,479.58,29.53,0.36,1.77,1.33,102,4,立弘生化
1814,975.21,23.34,7.89,6.3,3.79,102,4,東光訊
2599,616.51,37.53,25.72,24.7,24.71,102,4,樂揚建設
2721,251.63,36.58,-6.54,-18.72,-20.85,102,4,楷捷-KY
2730,372.78,45.65,-2.94,-3.78,-3.65,102,4,美麗信
2733,1241.49,67.86,17.39,17.45,14.32,102,4,維格餅家
3097,1554.86,31.36,3.58,3.97,3.28,102,4,拍檔
3117,1013.17,17.56,5.78,5.08,4.04,102,4,年程科技
3138,725.23,32.72,0.67,3.08,3.64,102,4,耀登科技
3150,359.07,34.25,1.21,2.5,2.43,102,4,鈺寶
3168,1077.4,10.79,-4.97,-2.65,-2.75,102,4,眾福科技
3184,261.0,42.7,8.34,8.62,6.9,102,4,微邦科技
3349,724.52,19.04,1.28,3.81,2.95,102,4,寶德科技
3357,2798.9,22.56,9.0,9.35,8.02,102,4,臺慶科
3377,206.16,40.08,0.98,2.66,2.02,102,4,健格
3429,2103.35,8.48,0.01,0.26,0.17,102,4,彥陽科技
3430,909.62,18.32,7.25,7.71,6.32,102,4,奇鈦科
3485,780.15,30.87,19.75,21.49,18.21,102,4,敘豐
3543,5113.18,11.72,1.93,2.64,0.93,102,4,州巧
3585,1426.08,10.17,-2.54,5.92,4.97,102,4,聯致
3592,10900.57,20.21,8.12,8.84,7.29,102,4,瑞鼎科技
3595,1258.31,12.46,1.36,1.6,1.56,102,4,山太士
3597,921.09,18.17,1.53,2.15,1.0,102,4,映興電子
3603,211.76,7.84,-14.5,-22.11,-22.11,102,4,建祥國際
3627,815.09,35.52,20.29,21.9,18.33,102,4,華信光電
3633,3461.97,12.18,7.18,6.98,5.48,102,4,云光
3659,2628.42,13.59,5.24,5.5,5.05,102,4,百辰光電
3674,316.63,43.31,7.42,10.33,8.06,102,4,康訊科技
3678,155.95,22.98,-12.9,-16.02,-16.02,102,4,聯享
3688,62.39,-17.2,-135.5,-164.75,-164.95,102,4,華立捷
4117,194.75,54.95,-0.79,2.83,1.82,102,4,普生
4132,165.15,67.0,-101.4,-101.7,-101.75,102,4,國鼎生技
4135,108.14,39.52,-25.24,-26.41,-26.54,102,4,天賜爾
4150,265.92,-41.27,-85.13,-87.37,-87.09,102,4,優你康
4151,1363.5,23.57,-0.03,5.51,5.08,102,4,明躍國際
4166,180.43,-10.32,-120.02,-117.5,-97.49,102,4,友霖
4169,315.63,49.2,3.87,5.87,5.07,102,4,泰宗
4170,40.65,60.03,-81.01,-69.92,-69.97,102,4,鑫品生醫
4172,33.79,46.94,-441.07,-415.91,-415.91,102,4,因華
4186,163.49,56.35,-50.82,10.6,11.11,102,4,尖端醫
4191,5.83,-52.81,-4405.78,-4243.72,-3803.5,102,4,法德藥
4194,90.73,55.07,-144.4,-137.73,-137.73,102,4,禾生技
4195,234.61,21.25,-28.56,-26.95,-28.89,102,4,基米
4197,200.14,42.82,13.59,16.0,16.1,102,4,暐世
4431,393.79,20.35,7.76,8.3,6.7,102,4,敏成
4537,1406.18,25.83,-5.53,-3.17,-3.17,102,4,旭東機械
4544,1587.37,25.54,7.81,7.8,6.63,102,4,春日
4546,1083.89,24.24,12.68,13.54,10.82,102,4,長亨
4730,965.04,24.87,7.3,6.6,5.06,102,4,通用矽酮
4732,65.2,53.15,-28.86,-26.09,-18.45,102,4,彥臣生技
4738,416.83,-2.62,-33.05,-36.18,-35.48,102,4,尚化
4752,3013.44,6.92,2.0,1.92,1.57,102,4,聯超
4923,549.22,18.75,3.44,4.54,3.79,102,4,力士科技
4925,1154.82,40.25,-2.43,1.67,1.62,102,4,智微
4951,299.3,48.71,3.14,6.11,4.72,102,4,精拓科技
4980,636.24,22.02,4.39,5.62,4.62,102,4,佐臻
5216,292.38,8.09,-25.44,-23.3,-27.36,102,4,優燈
5222,89.16,-29.62,-85.25,-85.01,-85.01,102,4,全訊科技
5228,525.52,21.64,5.4,5.52,4.56,102,4,鈺鎧
5233,212.37,3.9,-34.24,-32.5,-35.99,102,4,有量科技
5240,1233.54,55.41,4.77,5.29,5.9,102,4,建騰創達
5244,913.13,28.2,5.05,4.19,2.59,102,4,弘凱光電
5248,819.36,21.47,11.59,14.44,11.64,102,4,景傳光電
5256,1193.32,18.05,13.42,13.8,11.28,102,4,銳捷
5262,8585.27,6.55,3.64,3.36,2.78,102,4,立達國際
5267,600.57,29.57,20.43,21.87,17.13,102,4,龍翩真空
5271,928.27,19.97,-0.01,1.34,1.1,102,4,紘通企業
5294,354.1,32.95,2.17,4.13,0.39,102,4,鋒霖
5859,45137.7,8.57,3.45,3.47,3.46,102,4,遠雄人壽
6272,3055.76,20.03,0.36,1.09,0.86,102,4,驊陞科技
6403,789.6,11.64,2.1,2.78,2.44,102,4,群登科技
6407,2582.85,20.54,9.6,9.43,7.32,102,4,相互
6423,72.2,98.23,1.32,1.6,1.6,102,4,億而得
6428,226.96,57.1,13.41,15.14,12.57,102,4,台灣淘米
6434,1918.55,17.19,3.07,4.66,4.0,102,4,達輝光電
6445,9.88,33.34,-242.72,-245.66,-245.66,102,4,經絡動力
6539,131.31,58.76,14.24,13.97,11.49,102,4,翔宇
8089,2345.56,26.11,1.94,3.43,0.05,102,4,康全電訊
8115,2479.94,10.95,-0.68,1.15,0.39,102,4,帝聞
8127,828.87,10.95,6.48,6.68,5.47,102,4,利汎科技
8179,3351.45,18.26,11.09,10.09,8.4,102,4,旭德科技
8284,670.22,32.38,11.39,11.2,8.59,102,4,三竹資訊
8329,982.67,-4.72,31.98,34.34,30.28,102,4,台視
8359,5108.14,33.23,1.2,2.93,2.62,102,4,錢櫃企業
8438,3468.76,7.85,-0.9,-1.13,-1.26,102,4,昶昕
9957,133756.13,3.81,1.17,-0.79,-0.67,102,4,燁聯鋼鐵
1101,26716.23,18.21,13.79,13.29,10.45,103,1,台泥
1102,16256.08,13.77,10.07,12.39,10.35,103,1,亞泥
1103,1019.43,5.73,-4.18,-4.1,-3.36,103,1,嘉泥
1104,1379.16,9.83,3.43,18.27,17.46,103,1,環球水泥
1108,1219.35,13.65,8.44,7.08,5.62,103,1,幸福水泥
1109,1192.02,21.81,11.85,11.41,8.98,103,1,信大水泥
1110,495.72,14.53,11.08,12.44,13.75,103,1,東泥
1201,6611.78,31.15,6.0,4.88,3.6,103,1,味全公司
1203,1498.95,25.31,11.82,11.76,8.53,103,1,味王公司
1210,21742.71,9.95,1.96,2.18,1.69,103,1,大成長城
1213,166.03,14.65,3.45,4.01,2.28,103,1,大飲
1215,4158.34,11.97,5.77,5.98,4.97,103,1,卜蜂企業
1216,108631.63,31.44,5.09,7.1,6.02,103,1,統一
1217,853.26,25.58,-17.53,-19.86,-18.51,103,1,愛之味
1218,2100.23,15.4,-0.9,1.24,1.15,103,1,泰山企業
1219,2459.45,7.71,1.54,2.07,1.75,103,1,福壽實業
1220,752.61,10.07,3.57,3.73,3.16,103,1,台榮
1225,2937.28,6.5,2.06,1.63,1.34,103,1,福懋油
1227,5307.08,26.82,12.26,12.36,10.22,103,1,佳格
1229,1245.03,12.38,4.16,54.38,53.08,103,1,聯華實業
1231,1290.14,21.47,0.82,1.82,2.06,103,1,聯華食品
1232,5526.93,8.18,5.63,6.35,5.26,103,1,大統益
1233,556.67,61.39,15.91,18.01,15.19,103,1,天仁
1234,1269.75,26.79,-4.33,6.65,5.06,103,1,黑松
1235,37.67,6.3,-10.32,73.44,73.57,103,1,興泰
1236,661.98,25.34,4.02,4.9,3.51,103,1,宏亞食品
1256,431.75,31.34,20.03,20.0,13.14,103,1,鮮活果汁-KY
1262,1528.95,33.99,28.64,30.08,22.98,103,1,綠悅-KY
1301,51989.87,7.27,2.1,15.39,13.87,103,1,台塑
1303,77473.96,8.96,3.34,13.5,12.1,103,1,南亞塑膠
1304,13711.75,7.82,2.1,1.85,1.32,103,1,台聚
1305,3528.56,12.32,5.0,5.51,4.59,103,1,華夏
1307,2825.94,25.08,9.86,10.82,9.37,103,1,三芳化工
1308,1344.36,11.54,8.24,9.47,7.82,103,1,亞聚
1309,4363.5,-0.14,-3.97,-5.05,-4.88,103,1,台達化工
1310,5258.28,1.79,0.12,0.29,0.24,103,1,台苯
1312,6201.71,7.59,2.99,3.12,2.52,103,1,國喬石化
1313,13147.84,2.36,-0.55,-1.7,-1.23,103,1,聯成
1314,9122.93,1.3,-1.76,-2.13,-2.31,103,1,中石化
1315,631.84,16.59,-2.17,0.21,-0.49,103,1,達新工業
1316,245.21,16.9,-12.16,-12.29,-13.81,103,1,上曜
1319,5200.85,23.22,6.55,9.24,7.78,103,1,東陽
1321,1291.04,5.78,-1.47,0.11,0.11,103,1,大洋
1323,823.48,24.48,11.3,12.71,9.19,103,1,永裕
1324,376.56,16.93,3.79,4.92,4.02,103,1,地球工業
1325,292.97,11.15,5.06,8.61,7.16,103,1,恒大
1326,100960.3,4.94,1.67,6.98,6.26,103,1,台化
1337,1220.1,37.83,28.84,33.48,25.08,103,1,再生-KY
1338,1924.95,22.29,9.15,8.81,6.58,103,1,廣華-KY
1339,360.72,38.98,24.76,27.6,22.91,103,1,昭輝
1340,517.76,34.9,28.61,43.0,36.68,103,1,勝悅-KY
1402,58243.54,20.49,6.16,7.39,6.17,103,1,遠東新
1410,138.85,26.18,12.29,13.98,11.65,103,1,南染
1413,957.42,-1.65,-4.45,-5.08,-5.1,103,1,宏洲纖維
1414,330.36,9.46,4.91,6.53,6.45,103,1,東和
1416,39.58,-8.56,-124.43,-115.18,-106.07,103,1,廣豐
1417,880.09,26.49,-3.18,10.56,9.75,103,1,嘉裕
1418,420.99,0.62,-8.2,-9.87,-9.95,103,1,東華
1419,273.37,25.06,-3.26,-4.28,-4.3,103,1,新紡
1423,153.08,-14.14,-19.56,-20.32,-27.09,103,1,利華羊毛
1432,147.5,-10.77,-56.38,-38.67,-41.11,103,1,大魯閣實業
1434,11926.77,11.32,5.89,6.13,4.95,103,1,福懋興業
1435,6.4,87.53,-11.08,0.05,0.05,103,1,中福國際
1436,48.02,27.69,2.39,4.12,4.12,103,1,華友聯
1437,318.42,18.68,8.62,33.55,30.51,103,1,勤益投控
1438,0.62,83.04,-269.95,-135.38,-130.21,103,1,裕豐
1439,74.41,3.03,-6.81,-4.1,-3.65,103,1,中和羊毛
1440,4561.89,9.34,2.28,3.19,2.33,103,1,南紡
1441,331.81,5.34,-7.33,-4.84,-4.8,103,1,大東紡織
1442,390.27,53.46,43.92,43.56,32.3,103,1,名軒
1443,377.96,-11.81,-21.94,-19.62,-19.62,103,1,立益紡織
1444,2743.55,5.79,1.17,4.31,3.86,103,1,力麗
1445,458.31,7.6,0.95,2.47,2.35,103,1,大宇紡織
1446,206.19,26.05,7.12,9.35,7.46,103,1,宏和
1447,5977.02,6.08,3.09,4.62,3.75,103,1,力鵬
1449,769.98,-0.74,-12.82,-13.59,-13.61,103,1,佳和實業
1451,3075.73,9.26,2.95,9.6,8.25,103,1,年興紡織
1452,525.04,10.34,6.11,9.09,7.42,103,1,宏益
1453,60.06,6.73,-10.86,-9.12,-6.84,103,1,大將
1454,456.12,5.64,-0.65,1.49,1.47,103,1,台富
1455,4503.32,3.79,1.45,2.22,1.78,103,1,集盛
1456,247.0,5.48,-6.4,-14.61,-13.76,103,1,怡華
1457,1116.08,4.78,0.62,1.99,2.03,103,1,宜進
1459,1011.48,5.56,1.91,1.77,1.24,103,1,聯發紡織
1460,1903.33,15.99,2.85,4.62,4.08,103,1,宏遠
1463,267.09,9.94,-0.87,2.13,2.13,103,1,強盛染整
1464,1175.21,13.74,-0.74,0.36,0.2,103,1,得力實業
1465,588.67,11.37,2.54,8.28,7.77,103,1,偉全實業
1466,1177.01,8.19,1.42,1.79,1.79,103,1,聚隆
1467,1492.63,20.11,0.57,0.57,0.15,103,1,南緯實業
1468,207.45,7.86,-13.71,-10.46,-10.46,103,1,昶和纖維
1470,201.41,20.46,11.13,11.91,9.89,103,1,大統新創
1471,848.61,1.13,-7.97,-5.35,-5.51,103,1,首利
1472,217.48,0.5,-8.87,-8.53,-8.53,103,1,三洋紡
1473,2711.83,22.57,0.41,1.69,-0.08,103,1,台南企業
1474,869.75,8.03,1.11,0.86,0.63,103,1,弘裕
1475,44.38,-24.96,-52.47,-43.35,-43.17,103,1,本盟光電
1476,4478.38,26.76,16.45,17.95,14.71,103,1,儒鴻
1477,5213.18,24.16,11.44,11.41,9.38,103,1,聚陽實業
1503,4536.96,21.34,7.79,9.8,7.96,103,1,士電
1504,13538.42,24.29,8.72,9.78,7.03,103,1,東元電機
1506,331.05,11.29,-3.0,-2.4,-2.63,103,1,正道
1507,4981.77,26.07,10.82,11.58,8.94,103,1,永大機電
1512,856.4,12.63,-5.83,-7.25,-8.98,103,1,瑞利
1513,1885.92,19.58,4.77,6.87,4.94,103,1,中興電
1514,638.54,14.01,0.19,3.11,3.58,103,1,亞力電機
1515,676.02,16.99,-1.01,1.73,1.42,103,1,力山
1516,44.26,7.39,1.22,3.55,3.55,103,1,川飛
1517,915.3,15.5,6.32,10.48,7.91,103,1,利奇機械
1519,949.12,23.42,5.51,5.69,4.54,103,1,華城電機
1521,1170.8,19.58,9.34,10.96,8.76,103,1,大億
1522,4658.19,19.28,4.1,6.1,5.08,103,1,堤維西
1524,616.81,13.82,2.4,2.66,2.07,103,1,耿鼎企業
1525,244.49,6.73,-3.02,32.94,29.84,103,1,江申工業
1526,172.72,22.2,6.81,8.27,7.36,103,1,日馳
1527,722.88,26.92,17.27,44.36,36.82,103,1,鑽全
1528,800.98,26.66,3.6,3.87,3.25,103,1,恩德
1529,15.57,8.68,-46.65,-37.83,-38.22,103,1,樂士
1530,855.14,22.11,8.53,9.87,8.36,103,1,亞崴機電
1531,761.91,17.68,7.44,11.89,9.97,103,1,高林股
1532,3689.23,21.85,10.11,8.13,5.15,103,1,勤美
1533,652.16,37.28,12.72,17.93,13.2,103,1,車王電
1535,2480.38,8.2,3.8,6.89,5.62,103,1,中宇
1536,980.11,29.58,15.94,18.44,15.76,103,1,和大工業
1537,1564.28,17.51,11.32,12.48,9.65,103,1,廣隆光電
1538,205.92,13.73,-12.45,11.73,11.73,103,1,正峰新
1539,525.03,9.32,4.0,6.24,4.94,103,1,巨庭機械
1540,255.22,28.94,18.05,23.14,19.75,103,1,喬福機械
1541,650.44,15.72,5.38,7.27,6.05,103,1,錩泰
1558,1237.28,22.41,11.53,15.14,12.15,103,1,伸興
1560,1027.71,30.38,18.13,17.93,14.86,103,1,中砂
1568,523.75,17.78,9.21,9.23,7.57,103,1,倉佑
1582,1980.35,21.12,9.05,9.62,6.36,103,1,信錦
1583,1624.92,26.13,10.75,12.35,10.03,103,1,程泰
1589,1636.34,30.02,17.98,16.35,12.73,103,1,永冠-KY
1590,1831.62,56.3,30.49,29.49,21.06,103,1,亞德客-KY
1603,709.78,13.19,7.64,6.23,4.76,103,1,華電
1604,2543.88,20.9,1.06,6.46,6.39,103,1,聲寶
1605,37069.68,3.16,0.48,-0.57,-0.52,103,1,華新
1608,2494.88,0.55,-1.45,-1.38,-1.17,103,1,華榮
1609,3741.34,4.33,-1.69,-1.41,-1.37,103,1,大亞電線
1611,749.94,25.72,6.04,1.1,0.29,103,1,中電
1612,1157.11,6.33,1.96,8.76,7.93,103,1,宏泰
1614,1038.26,15.92,1.1,0.73,0.67,103,1,三洋電
1615,651.93,3.58,-0.51,6.05,5.54,103,1,大山
1616,1045.09,1.29,-4.05,-11.83,-9.82,103,1,億泰
1617,856.43,7.65,1.07,2.59,2.41,103,1,榮星電線
1618,607.85,1.38,-3.28,-2.47,-2.23,103,1,合機公司
1626,2823.24,17.12,-2.71,-9.18,-8.38,103,1,艾美特-KY
1701,1362.42,30.85,5.96,6.5,5.08,103,1,中化
1702,3362.46,32.59,9.8,9.25,6.41,103,1,南僑投控
1707,1389.5,88.8,24.61,25.26,20.78,103,1,葡萄王
1708,1018.51,31.0,19.13,20.89,17.43,103,1,東鹼
1709,3048.19,10.03,3.84,4.29,3.43,103,1,和益化工
1710,3604.23,10.96,7.01,1.39,1.34,103,1,東聯
1711,2342.42,24.37,9.15,10.16,8.48,103,1,永光化學
1712,4343.23,24.54,4.29,5.63,4.71,103,1,興農
1713,170.24,17.3,8.43,11.4,9.76,103,1,國化
1714,13936.75,5.25,1.39,1.02,0.59,103,1,和桐化學
1717,8777.83,18.06,5.47,5.48,4.05,103,1,長興材料
1720,798.18,43.93,12.64,14.12,11.63,103,1,生達化學
1721,445.54,9.24,0.18,1.91,1.91,103,1,三晃
1722,3520.5,-0.51,-8.85,3.2,2.94,103,1,台肥
1723,2390.8,33.93,29.4,31.03,26.39,103,1,中碳
1724,188.43,0.43,-11.92,2.52,2.19,103,1,台硝
1725,2380.45,3.37,1.13,1.59,1.32,103,1,元禎
1726,2009.47,29.56,18.62,17.22,12.78,103,1,永記造漆
1727,470.82,15.6,5.93,5.64,4.7,103,1,中華化學
1730,350.08,44.72,6.37,7.79,6.13,103,1,花仙子
1731,296.01,46.42,7.99,7.7,6.2,103,1,美吾華
1732,141.97,39.79,3.37,3.67,2.66,103,1,毛寶
1733,423.22,26.94,14.15,17.07,14.68,103,1,五鼎
1734,679.58,39.56,9.35,11.73,7.92,103,1,杏輝藥品
1735,1003.98,11.66,1.07,-0.33,-0.75,103,1,日勝化
1736,3662.53,44.62,6.19,9.5,7.75,103,1,喬山健康
1737,628.62,34.73,6.65,13.84,12.21,103,1,臺鹽
1762,249.22,32.29,4.25,5.69,4.74,103,1,中化合成
1773,1749.98,14.87,6.91,8.41,7.05,103,1,勝一化工
1783,61.06,46.9,0.55,4.6,4.04,103,1,和康生技
1786,37.65,52.07,-8.3,2.95,2.95,103,1,科妍
1789,1097.25,39.47,16.64,16.86,15.07,103,1,台灣神隆
1802,9104.03,7.24,-7.07,-15.96,-15.87,103,1,台玻
1805,684.13,14.67,7.2,7.14,7.14,103,1,寶徠
1806,1315.69,25.26,-2.62,-4.91,-6.77,103,1,冠軍
1808,260.48,33.06,8.62,5.06,4.71,103,1,潤隆
1809,771.52,18.38,2.65,3.08,1.6,103,1,中釉
1810,1322.73,24.22,-0.79,1.14,0.76,103,1,和成
1817,390.45,29.96,9.28,9.72,7.96,103,1,凱撒衛浴
1902,1511.0,7.8,-2.72,-0.78,-0.99,103,1,台紙
1903,364.31,3.99,-12.3,-32.82,-32.82,103,1,士紙
1904,9844.48,14.96,-1.6,-5.04,-4.9,103,1,正隆
1905,5161.19,5.25,-1.47,-0.71,-0.72,103,1,華紙
1906,97.27,18.21,-1.27,135.0,135.0,103,1,寶隆國際
1907,14076.4,14.53,0.34,-1.76,-2.27,103,1,永豐餘
1909,6434.61,18.9,8.84,-0.53,-0.5,103,1,榮成紙業
2002,92415.53,8.77,5.11,5.49,4.63,103,1,中鋼
2006,8365.36,8.75,4.48,5.87,5.12,103,1,東和鋼鐵
2007,1367.47,-4.57,-8.94,-12.15,-12.29,103,1,燁興公司
2008,350.06,-6.61,-15.62,-15.57,-15.57,103,1,高興昌
2009,981.8,-0.93,-2.57,-4.31,-3.89,103,1,第一伸銅
2010,4607.67,6.78,1.76,2.25,1.93,103,1,春源鋼鐵
2012,2074.63,17.77,4.24,3.58,2.35,103,1,春雨
2013,4345.27,4.01,1.55,1.81,1.57,103,1,中鋼構
2014,9989.94,4.73,2.12,1.55,1.55,103,1,中鴻
2015,7379.82,8.0,5.51,6.05,5.09,103,1,豐興鋼鐵
2017,1468.65,3.51,-2.31,-2.89,-3.07,103,1,官田鋼
2020,1334.17,8.95,4.05,-1.11,-2.09,103,1,美亞鋼管
2022,2291.64,5.78,0.51,2.54,2.39,103,1,聚亨
2023,14739.34,7.35,2.46,0.78,0.26,103,1,燁輝
2024,419.79,11.18,5.63,5.27,4.72,103,1,志聯工業
2025,1091.31,-0.15,-2.37,-3.48,-3.48,103,1,千興
2027,11593.84,14.96,4.33,2.96,1.83,103,1,大成鋼
2028,2527.95,-0.28,-3.45,-4.43,-4.43,103,1,威致鋼鐵
2029,3950.47,12.31,6.8,5.52,4.23,103,1,盛餘
2030,3026.73,9.28,2.84,2.12,1.74,103,1,彰源
2031,2150.28,6.53,5.53,3.36,2.74,103,1,新光鋼
2032,833.98,5.64,2.42,2.82,2.38,103,1,新鋼工業
2033,196.33,9.8,-0.97,-0.91,-0.61,103,1,佳大世界
2034,6098.83,9.37,5.07,5.61,4.87,103,1,允強
2038,3105.81,0.3,-1.23,-1.65,-1.38,103,1,海光企業
2049,3011.97,39.8,19.35,21.27,16.55,103,1,上銀科技
2059,1010.48,54.63,41.14,53.43,46.35,103,1,川湖
2062,1397.75,21.6,11.27,7.94,6.35,103,1,橋椿
2101,3166.64,16.5,6.03,5.64,4.5,103,1,南港輪胎
2102,2079.33,22.59,9.52,9.82,7.73,103,1,泰豐輪胎
2103,7931.51,12.16,6.09,4.5,3.42,103,1,台橡
2104,5467.59,16.96,9.89,8.3,3.58,103,1,國際中橡
2105,31591.69,27.01,17.1,15.31,11.7,103,1,正新
2106,7901.89,25.62,12.62,13.65,10.83,103,1,建大
2107,821.52,53.52,42.27,44.6,41.97,103,1,厚生
2108,1761.39,11.49,0.55,1.77,1.54,103,1,南帝化工
2109,1658.15,22.84,8.23,8.08,6.25,103,1,華豐橡膠
2114,427.1,33.05,24.69,30.42,25.25,103,1,鑫永銓
2115,629.07,20.64,9.32,9.68,7.54,103,1,六暉-KY
2201,26124.89,16.02,2.15,4.48,3.63,103,1,裕隆汽車
2204,10097.7,18.03,6.63,10.55,8.86,103,1,中華汽車
2206,7999.93,13.12,-2.71,-2.31,-1.91,103,1,三陽工業
2207,37782.71,13.84,7.0,8.01,6.63,103,1,和泰汽車
2208,7169.39,2.49,1.02,0.76,0.74,103,1,台船公司
2227,8179.6,11.61,0.66,17.56,14.62,103,1,裕隆日產
2228,881.95,30.04,16.07,18.9,14.48,103,1,劍麟
2231,443.11,47.94,34.65,37.62,32.2,103,1,為升
2233,476.1,33.84,18.45,19.89,14.86,103,1,宇隆
2301,51741.91,12.41,2.7,3.52,2.76,103,1,光寶科技
2302,169.53,16.67,-10.23,-11.47,-11.44,103,1,麗正
2303,31693.59,18.62,2.97,4.08,3.5,103,1,聯電
2305,187.71,43.19,-8.21,4.83,1.93,103,1,全友電腦
2308,43035.6,26.58,11.86,13.74,11.44,103,1,台達電
2312,10966.74,6.59,1.99,3.51,4.37,103,1,金寶電子
2313,7191.63,13.35,7.1,6.05,4.65,103,1,華通
2314,1597.82,10.65,-8.94,-9.87,-10.27,103,1,台揚科技
2316,1519.52,11.61,2.87,6.46,5.53,103,1,楠梓電
2317,883479.33,6.04,2.37,2.89,2.24,103,1,鴻海
2321,1514.32,7.49,-1.87,0.54,0.54,103,1,東訊
2323,3939.12,0.22,-11.92,-12.88,-13.21,103,1,中環
2324,170634.87,4.3,1.35,-0.86,-1.25,103,1,仁寶電腦
2327,6545.09,24.78,13.52,17.26,14.63,103,1,國巨
2328,3533.03,9.85,1.93,1.08,0.28,103,1,廣宇
2329,2976.69,13.26,5.72,5.12,3.22,103,1,華泰電子
2330,148215.17,47.5,35.44,35.96,32.28,103,1,台積電
2331,12348.42,9.95,2.19,3.0,2.31,103,1,精英
2332,7181.85,28.16,1.2,1.81,1.19,103,1,友訊科技
2337,4790.06,17.95,-26.53,-26.81,-26.83,103,1,旺宏
2338,430.83,19.4,3.37,8.39,6.12,103,1,光罩
2340,1506.02,26.1,11.31,12.5,8.52,103,1,光磊
2342,459.67,-19.77,-36.91,11.8,10.32,103,1,茂矽
2344,8751.02,25.77,5.95,5.81,4.54,103,1,華邦電
2345,5251.5,15.67,0.92,3.8,3.6,103,1,智邦科技
2347,78150.57,3.33,1.14,1.51,1.34,103,1,聯強國際
2348,547.83,53.66,44.76,44.44,44.44,103,1,海悅
2349,3130.2,-13.42,-29.67,-29.01,-30.11,103,1,錸德科技
2351,2243.11,15.33,7.11,7.78,6.36,103,1,順德
2352,29813.51,11.91,2.68,1.73,1.42,103,1,佳世達
2353,76724.22,8.31,0.17,0.19,0.0,103,1,宏碁
2354,11197.97,14.49,4.55,3.95,2.95,103,1,鴻準
2355,5196.26,15.06,8.84,12.19,9.68,103,1,敬鵬
2356,116685.11,4.97,1.67,2.32,1.67,103,1,英業達
2357,110336.0,13.42,4.57,4.81,4.01,103,1,華碩
2358,322.05,0.07,-5.63,-5.9,-5.27,103,1,廷鑫
2359,1420.37,18.82,8.64,11.79,9.69,103,1,所羅門
2360,2006.1,37.68,7.13,9.82,8.57,103,1,致茂電子
2362,5023.41,33.64,14.58,10.54,6.72,103,1,藍天
